Run,Size,Missingness,SelfWeight,Degree,TimeSteps,Recovery,MeanDegree,MeanSelfWeight,Fit,RMSETime
2.0,4.0,0.1,0.1,2.0,6.0,7.213630758813425e-7,1.5,0.08803039100566776,5.768024269247443e-8,5.551351018669765e-8
3.0,4.0,0.1,0.1,2.0,6.0,0.2851655790024654,3.0,0.08075244559067868,0.05462489716805944,0.1090532461058182
4.0,4.0,0.1,0.1,2.0,6.0,0.12942523334138636,2.0,0.11334015728310545,0.01127337982472664,0.022428936734210994
5.0,4.0,0.1,0.1,2.0,6.0,0.3951993428518726,1.5,0.10998882229150975,0.06530969046993831,0.12938755131811835
6.0,4.0,0.1,0.1,2.0,6.0,0.07096085534508083,2.0,0.12348537436648367,0.012322850936713925,0.02309594314096015
7.0,4.0,0.1,0.1,2.0,6.0,0.12634477135604913,2.0,0.14920289763611239,0.01258366655177954,0.02479667082418586
8.0,4.0,0.1,0.1,2.0,6.0,0.21321965605903045,2.0,0.22830370553333226,0.0850178676895116,0.15426748149644595
9.0,4.0,0.1,0.1,2.0,6.0,0.1075325421049836,2.0,0.1278773728909958,0.0002938296460540483,0.0005864999762131243
10.0,4.0,0.1,0.1,2.0,6.0,0.14659480719839987,2.5,0.14759747625340103,0.06856278441705696,0.1357540487411657
1.0,4.0,0.1,0.1,2.0,11.0,0.10818077610012844,2.0,0.07782790578672534,0.022469415994365687,0.03176733676219528
2.0,4.0,0.1,0.1,2.0,11.0,0.024933471218052825,2.0,0.06536570318141817,0.004968135305780248,0.0070192737488308805
3.0,4.0,0.1,0.1,2.0,11.0,0.052907353943533214,2.0,0.08414279153652925,0.009283395324063257,0.013128595769287479
4.0,4.0,0.1,0.1,2.0,11.0,0.000875588741737647,1.5,0.10527057610647458,0.0001344925545595152,0.00018358233176432148
5.0,4.0,0.1,0.1,2.0,11.0,0.15122667935084452,2.5,0.09850000851213003,0.005630850504529025,0.007962172267338188
6.0,4.0,0.1,0.1,2.0,11.0,0.045775510344635825,2.0,0.1871061690750272,0.00599343248454334,0.008465645048104422
7.0,4.0,0.1,0.1,2.0,11.0,0.05476340949450909,2.0,0.14571189026642561,0.0020199952382628423,0.002855261918824749
8.0,4.0,0.1,0.1,2.0,11.0,0.01171847182025125,2.0,0.08855288582115137,0.0016347370543274824,0.002288971844470296
9.0,4.0,0.1,0.1,2.0,11.0,0.07371059059657864,2.5,0.10077337255668709,0.019717001829925727,0.02788335699305646
10.0,4.0,0.1,0.1,2.0,11.0,0.004442165192542211,2.0,0.10231635131105833,0.0003687960517694093,0.0005215500193113728
1.0,4.0,0.1,0.5,2.0,3.0,0.12678798086722248,1.5,0.44049786192370716,0.06413656057377437,0.1597795492396495
2.0,4.0,0.1,0.5,2.0,3.0,0.1556927136648395,2.0,0.4512308255642685,0.02349800438628017,0.018956554617862092
3.0,4.0,0.1,0.5,2.0,3.0,0.23694738365717355,1.5,0.5285294572116787,0.024147534821833367,0.02038025634595432
4.0,4.0,0.1,0.5,2.0,3.0,0.1933230164541429,2.0,0.4929040318043941,0.02793092171924793,0.05271163791126708
5.0,4.0,0.1,0.5,2.0,3.0,0.1841100907307239,2.5,0.4884307187829322,0.0019636690002914963,0.0017871906052975585
6.0,4.0,0.1,0.5,2.0,3.0,0.09494271607900567,2.0,0.4322920738666494,0.008217586993281017,0.005888018860552073
7.0,4.0,0.1,0.5,2.0,3.0,0.1346604601162196,2.0,0.4454254787916997,0.07247486093795412,0.08978166644307337
8.0,4.0,0.1,0.5,2.0,3.0,0.10300324765550822,2.5,0.45605810105186756,0.06588465205928673,0.07339617956668185
9.0,4.0,0.1,0.5,2.0,3.0,0.051953162976455705,1.5,0.4960541796806532,0.07580460057549177,0.02555393913627599
10.0,4.0,0.1,0.5,2.0,3.0,0.13335045796483955,2.0,0.5584037944003702,0.11533238252703845,0.07019030555922691
1.0,4.0,0.1,0.5,2.0,6.0,0.2750772135612307,1.5,0.43706979062081286,0.12372715489728126,0.21843850390179392
2.0,4.0,0.1,0.5,2.0,6.0,0.3009728476074163,3.0,0.4051935215957043,0.04972371507972975,0.09744562035750025
3.0,4.0,0.1,0.5,2.0,6.0,0.16143981560183418,2.0,0.576895380688595,0.02654451473734783,0.052812516016429854
4.0,4.0,0.1,0.5,2.0,6.0,0.13795050770291403,2.5,0.5263171521212682,0.01642387049537034,0.026095817987837996
5.0,4.0,0.1,0.5,2.0,6.0,0.16884465855383143,2.0,0.5510668380507951,0.026490170080060604,0.046736707986140213
6.0,4.0,0.1,0.5,2.0,6.0,0.17789715482016402,2.5,0.5609745610743628,0.022563682350747596,0.04428654230393023
7.0,4.0,0.1,0.5,2.0,6.0,0.22850882785656013,3.0,0.5182070969780347,0.055821844118163176,0.10403652865181404
8.0,4.0,0.1,0.5,2.0,6.0,0.12759988663134675,2.0,0.5055505485408479,0.04719181058126518,0.03408681226932141
9.0,4.0,0.1,0.5,2.0,6.0,0.16972379777495458,3.0,0.3902686610064992,0.01492993824202675,0.029393687241853313
10.0,4.0,0.1,0.5,2.0,6.0,0.014125595452236723,2.0,0.3756505568580696,0.0006473788876684317,0.00037409375013028215
1.0,4.0,0.1,0.5,2.0,11.0,0.17200448554908937,2.0,0.41609154905411294,0.021924437748128408,0.030177455709115203
2.0,4.0,0.1,0.5,2.0,11.0,0.13589669075862568,2.0,0.5258751316353476,0.03300269289174569,0.04626060675224689
3.0,4.0,0.1,0.5,2.0,11.0,0.11255813542466711,2.0,0.488478203806187,0.03722163556393528,0.051638994785855166
4.0,4.0,0.1,0.5,2.0,11.0,0.3047583588866799,2.5,0.4840297548391327,0.04160620221742884,0.05881669537606116
5.0,4.0,0.1,0.5,2.0,11.0,0.01832089328785225,2.0,0.6108083769154274,0.000744968615088344,0.0009410690405572182
6.0,4.0,0.1,0.5,2.0,11.0,0.21289152367470518,1.5,0.43872819326233203,0.012277675156737045,0.016948329218127833
7.0,4.0,0.1,0.5,2.0,11.0,0.24752383784909304,2.5,0.5111166408051561,0.05454982506750048,0.07712868080614435
8.0,4.0,0.1,0.5,2.0,11.0,0.2708319926648326,2.0,0.41603644001563495,0.03467260097708951,0.04900810277918589
9.0,4.0,0.1,0.5,2.0,11.0,0.17304491991562956,2.5,0.4644733689782129,0.008403300795802421,0.011308955875843733
10.0,4.0,0.1,0.5,2.0,11.0,0.178652908862654,2.0,0.45038454345979795,0.05154444743253831,0.0689606871452525
1.0,4.0,0.1,0.8,2.0,3.0,0.06802050554974479,2.0,0.8240278882887361,0.008293812507153312,0.006044868971931937
2.0,4.0,0.1,0.8,2.0,3.0,0.10701636816347879,1.5,0.775965716200711,0.06440508219497454,0.057358662132098025
3.0,4.0,0.1,0.8,2.0,3.0,0.2476884740092225,3.0,0.7648985894807973,0.0622187935636694,0.03694311810043523
4.0,4.0,0.1,0.8,2.0,3.0,0.13817617878829505,2.0,0.7595740042728585,0.1422806221898443,0.05944512527612469
5.0,4.0,0.1,0.8,2.0,3.0,0.014579441274854948,2.5,0.8806041008170549,0.061207236248990445,0.012706118499788104
6.0,4.0,0.1,0.8,2.0,3.0,0.17211892512524474,2.5,0.7343205945887439,0.15014639371792432,0.13912379695679525
7.0,4.0,0.1,0.8,2.0,3.0,0.03203974596448615,2.0,0.7765978626652817,0.05030588680574264,0.004178411586221103
8.0,4.0,0.1,0.8,2.0,3.0,0.3112512429837217,2.0,0.8043678349024248,0.08094575572301585,0.04031793331355387
9.0,4.0,0.1,0.8,2.0,3.0,0.17925283343472465,2.5,0.9123589209465135,0.06904854873120503,0.03572051013182858
10.0,4.0,0.1,0.8,2.0,3.0,0.019435751771057542,2.0,0.8245506751818762,0.019611593192218665,0.0007997809209930938
1.0,4.0,0.1,0.8,2.0,6.0,0.05159415388988961,2.5,0.8838627589123369,0.16616328388381738,0.0759626726897343
2.0,4.0,0.1,0.8,2.0,6.0,0.0069517877099612435,1.5,0.898138611048879,0.0037146770819847805,0.0018894814018583003
3.0,4.0,0.1,0.8,2.0,6.0,0.056687736677319855,2.5,0.8344061113464984,0.0845969378193095,0.0792019423607057
4.0,4.0,0.1,0.8,2.0,6.0,0.20765414637406904,1.5,0.7809471637567801,0.1383888736838692,0.1841757903708555
5.0,4.0,0.1,0.8,2.0,6.0,0.10116933539611687,2.5,0.7900153462772063,0.060279266451676,0.08978168673515328
6.0,4.0,0.1,0.8,2.0,6.0,0.11412310946870655,2.0,0.8152618500000922,0.21229807166130293,0.07463101353010233
7.0,4.0,0.1,0.8,2.0,6.0,0.04528298282015797,2.0,0.8716424289086737,0.02275896923016019,0.008647530803428028
8.0,4.0,0.1,0.8,2.0,6.0,0.04289569294306413,2.0,0.7790570471635327,0.038072225586835706,0.016149063440778898
9.0,4.0,0.1,0.8,2.0,6.0,0.3305572399031694,2.0,0.7512398700251772,0.05578273753600797,0.09370842800235493
10.0,4.0,0.1,0.8,2.0,6.0,0.07842991615365193,2.0,0.8469373234219181,0.10257218293772277,0.0871282220566992
1.0,4.0,0.1,0.8,2.0,11.0,0.011724716757225967,1.5,0.9098267923894844,0.05548420707543099,0.04241609453719247
2.0,4.0,0.1,0.8,2.0,11.0,0.070147479192603,2.0,0.8013555626758715,0.0728580886746466,0.09352247219625526
3.0,4.0,0.1,0.8,2.0,11.0,0.08039907311351628,1.5,0.7654232816735205,0.03763590640220718,0.05150852868735211
4.0,4.0,0.1,0.8,2.0,11.0,0.05756242439243951,3.0,0.769089673204712,0.024536938246956387,0.022532618072929278
5.0,4.0,0.1,0.8,2.0,11.0,0.07943337728326089,2.5,0.8377303394800708,0.023469265412840376,0.02229217702996236
6.0,4.0,0.1,0.8,2.0,11.0,0.021135996456898475,2.0,0.8706407073225342,0.03350127472653065,0.019153862450178027
7.0,4.0,0.1,0.8,2.0,11.0,0.08759229324324463,1.5,0.8433352473050288,0.013708530720219658,0.009654058561357563
